Category,Subtype,ID,Name_EN,Name_RU,Grade,PAtk,MAtk,PDef,MDef,Icon,Description_EN
armors,gloves,9522,"Sealed Dynasty Leather Gloves","Запечатанные Кожаные Перчатки Династии",S80,,,61,,/armor_t92_g_i02.webp,"Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,15703,"Sealed Moirai Gauntlet","Запечатанные Рукавицы Дестино",S80,,,64,,/armor_t94_g_i02.webp,"Sealed Moirai Gauntlet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,15705,"Sealed Moirai Gloves","Запечатанные Перчатки Дестино",S80,,,64,,/armor_t96_g_i02.webp,"Sealed Moirai Gloves. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,15704,"Sealed Moirai Leather Gloves","Запечатанные Кожаные Перчатки Дестино",S80,,,64,,/armor_t95_g_i02.webp,"Sealed Moirai Leather Gloves. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,14109,"Sealed Vesper Gauntlet","Запечатанные Рукавицы Венеры",S84,,,68,,/armor_t94_g_i02.webp,"Sealed Vesper Gauntlet. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,gloves,14116,"Sealed Vesper Gloves","Запечатанные Перчатки Венеры",S84,,,68,,/armor_t96_g_i02.webp,"Sealed Vesper Gloves. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,14113,"Sealed Vesper Leather Gloves","Запечатанные Кожаные Перчатки Венеры",S84,,,68,,/armor_t95_g_i02.webp,"Sealed Vesper Leather Gloves. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,gloves,17010,"Sealed Vesper Noble Gauntlet","Запечатанные Красивые Рукавицы Венеры",S84,,,68,,/armor_t94_g_i02.webp,"Sealed Vesper Noble Gauntlet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,17016,"Sealed Vesper Noble Gloves","Запечатанные Красивые Перчатки Венеры",S84,,,68,,/armor_t96_g_i02.webp,"Sealed Vesper Noble Gloves. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,17013,"Sealed Vesper Noble Leather Gloves","Запечатанные Красивые Кожаные Перчатки Венеры",S84,,,68,,/armor_t95_g_i02.webp,"Sealed Vesper Noble Leather Gloves. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,15752,"Sealed Vorpal Gauntlet","Запечатанные Рукавицы Верпеса",S84,,,71,,/armor_t94_g_i02.webp,"Sealed Vorpal Gauntlet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,15754,"Sealed Vorpal Gloves","Запечатанные Перчатки Верпеса",S84,,,71,,/armor_t96_g_i02.webp,"Sealed Vorpal Gloves. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,15753,"Sealed Vorpal Leather Gloves","Запечатанные Кожаные Перчатки Верпеса",S84,,,71,,/armor_t95_g_i02.webp,"Sealed Vorpal Leather Gloves. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,15735,"Sealed Elegia Gauntlet","Запечатанные Рукавицы Элегии",S84,,,74,,/armor_t91_g_i02.webp,"Sealed Elegia Gauntlet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,15737,"Sealed Elegia Gloves","Запечатанные Перчатки Элегии",S84,,,74,,/armor_t93_g_i02.webp,"Sealed Elegia Gloves. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,15736,"Sealed Elegia Leather Gloves","Запечатанные Кожаные Перчатки Элегии",S84,,,74,,/armor_t92_g_i02.webp,"Sealed Elegia Leather Gloves. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,boots,5590,"Squeaking Shoes","Скрипящие Ботинки",NG,,,,,/armor_t02_b_i00.webp,"Makes a unique sound when walking in them."
armors,boots,1121,"Apprentice's Shoes","Ботинки Ученика",NG,,,8,,/armor_t01_b_i00.webp,"No description for this item"
armors,boots,36,"Leather Sandals","Кожаные Сандалии",NG,,,9,,/armor_t03_b_i00.webp,"No description for this item"
armors,boots,35,"Cloth Shoes","Матерчатые Ботинки",NG,,,9,,/armor_t02_b_i00.webp,"No description for this item"
armors,boots,1129,"Crude Leather Shoes","Ботинки из Грубой Кожи",NG,,,11,,/armor_t04_b_i00.webp,"No description for this item"
armors,boots,1122,"Cotton Shoes","Хлопковые Сандалии",NG,,,11,,/armor_t50_b_i00.webp,"No description for this item"
armors,boots,37,"Leather Shoes","Кожаные Ботинки",NG,,,13,,/armor_t05_b_i00.webp,"No description for this item"
armors,boots,38,"Low Boots","Простые Сапоги",NG,,,15,,/armor_t32_b_i00.webp,"No description for this item"
armors,boots,39,"Boots","Сапоги",NG,,,17,,/armor_t30_b_i00.webp,"No description for this item"
armors,boots,40,"Leather Boots","Кожаные Сапоги",D,,,19,,/armor_t09_b_i00.webp,"No description for this item"
armors,boots,1123,"Blue Buckskin Boots","Голубые Замшевые Сапоги",D,,,22,,/armor_t18_b_i00.webp,"No description for this item"
armors,boots,553,"Iron Boots","Железные Ботинки",D,,,24,,/armor_t10_b_i00.webp,"No description for this item"
armors,boots,2422,"Reinforced Leather Boots","Укрепленные Кожаные Сапоги",D,,,24,,/armor_t13_b_i00.webp,"No description for this item"
armors,boots,2423,"Boots of Knowledge","Сапоги Знания",D,,,24,,/armor_t41_b_i00.webp,"No description for this item"
armors,boots,7853,"Clan Oath Sabaton Heavy Armor","Солереты Клятвы Тяжелый",D,,,24,,/armor_t1001_b_i00.webp,"No description for this item"
armors,boots,7859,"Clan Oath Sandals Robe","Сандалии Клятвы Магический",D,,,24,,/armor_t1003_b_i00.webp,"No description for this item"
armors,boots,7856,"Clan Oath Boots Light Armor","Ботинки Клятвы Легкий",D,,,24,,/armor_t1002_b_i00.webp,"No description for this item"
armors,boots,2424,"Manticore Skin Boots","Сапоги из Шкуры Мантикоры",D,,,27,,/armor_t42_b_i00.webp,"No description for this item"
armors,boots,2426,"Elven Mithril Boots","Мифриловые Сапоги Эльфов",D,,,27,,/armor_t51_b_i00.webp,"No description for this item"
armors,boots,2425,"Brigandine Boots","Панцирные Сапоги",D,,,27,,/armor_t43_b_i00.webp,"No description for this item"
armors,boots,1124,"Boots of Power","Сапоги Силы",D,,,27,,/armor_t40_b_i00.webp,"No description for this item"
armors,boots,1125,"Assault Boots","Штурмовые Сапоги",D,,,29,,/armor_t44_b_i00.webp,"No description for this item"
armors,boots,2427,"Salamander Skin Boots","Сапоги из Кожи Саламандры",D,,,29,,/armor_t45_b_i00.webp,"No description for this item"
armors,boots,2428,"Plate Boots","Латные Сапоги",D,,,29,,/armor_t46_b_i00.webp,"No description for this item"
armors,boots,2433,"Boots of Seal","Сапоги Печати",C,,,32,,/armor_t44_b_i00.webp,"No description for this item"
armors,boots,2429,"Chain Boots","Кольчужные Сапоги",C,,,32,,/armor_t48_b_i00.webp,"No description for this item"
armors,boots,2430,"Karmian Boots","Сапоги Кармиана",C,,,32,,/armor_t53_b_i00.webp,"No description for this item"
armors,boots,62,"Mithril Boots","Укрепленные Мифриловые Сапоги",C,,,32,,/armor_t47_b_i00.webp,"No description for this item"
armors,boots,2431,"Plated Leather Boots","Латные Кожаные Сапоги",C,,,32,,/armor_t47_b_i00.webp,"No description for this item"
armors,boots,2432,"Dwarven Chain Boots","Кольчужные Сапоги Гномов",C,,,32,,/armor_t60_b_i00.webp,"No description for this item"
armors,boots,2434,"Rind Leather Boots","Сапоги из Грубой Кожи",C,,,34,,/armor_t49_b_i00.webp,"No description for this item"
armors,boots,1126,"Crimson Boots","Багровые Сапоги",C,,,34,,/armor_t57_b_i00.webp,"No description for this item"
armors,boots,2435,"Demon's Boots","Сапоги Демона",C,,,36,,/armor_t54_b_i00.webp,"No description for this item"
armors,boots,64,"Composite Boots","Композитные Сапоги",C,,,36,,/armor_t61_b_i00.webp,"No description for this item"
armors,boots,2436,"Theca Leather Boots","Кожаные Сапоги Тека",C,,,37,,/armor_t63_b_i00.webp,"No description for this item"
armors,boots,2437,"Drake Leather Boots","Кожаные Сапоги Дрейка",C,,,39,,/armor_t21_b_i00.webp,"No description for this item"
armors,boots,2438,"Full Plate Boots","Полные Латные Сапоги",C,,,39,,/armor_t62_b_i00.webp,"No description for this item"
armors,boots,603,"Divine Boots","Сапоги Божества",C,,,39,,/armor_t67_b_i00.webp,"No description for this item"
armors,boots,554,"Zubei's Boots","Запечатанные Сапоги Зубея",B,,,41,,/armor_t64_b_i02.webp,"No description for this item"
armors,boots,600,"Avadon Boots","Запечатанные Сапоги Авадона",B,,,41,,/armor_t66_b_i02.webp,"No description for this item"
armors,boots,2439,"Blue Wolf Boots","Запечатанные Сапоги Синего Волка",B,,,44,,/armor_t68_b_i02.webp,"No description for this item"
armors,boots,601,"Boots of Doom","Запечатанные Сапоги Рока",B,,,44,,/armor_t71_b_i02.webp,"No description for this item"
armors,boots,5291,"Sealed Dark Crystal Boots","Запечатанные Сапоги Кристалла Тьмы",A,,,46,,/armor_t74_b_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,boots,5296,"Sealed Tallum Boots","Запечатанные Сапоги Таллума",A,,,46,,/armor_t77_b_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,boots,7879,"Sealed Apella Sandals","Запечатанные Сандалии Апеллы",A,,,46,,/armor_t1006_b_i02.webp,"They can be opened with the help of the Blacksmith of Mammon."
armors,boots,7876,"Sealed Apella Boots","Запечатанные Ботинки Апеллы",A,,,46,,/armor_t1005_b_i02.webp,"May be worn by a Baron or a higher level Aristocrat. They can be opened with the help of the Blacksmith of Mammon."
armors,boots,7873,"Sealed Apella Solleret","Запечатанные Солереты Апеллы",A,,,46,,/armor_t1004_b_i02.webp,"May be worn by a Baron or a higher level Aristocrat. They can be opened with the help of the Blacksmith of Mammon."
armors,boots,5314,"Sealed Boots of Nightmare","Запечатанные Сапоги Кошмаров",A,,,49,,/armor_t80_b_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,boots,5319,"Sealed Majestic Boots","Запечатанные Сапоги Величия",A,,,49,,/armor_t83_b_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,boots,6677,"Sealed Imperial Crusader Boots","Запечатанные Сапоги Имперского Крестоносца",S,,,55,,/armor_t88_b_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,boots,6682,"Sealed Draconic Leather Boots","Запечатанные Сапоги из Драконьей Кожи",S,,,55,,/armor_t89_b_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,boots,6686,"Sealed Major Arcana Boots","Запечатанные Сапоги Тайн",S,,,55,,/armor_t90_b_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,boots,9518,"Sealed Dynasty Boots","Запечатанные Сапоги Династии",S80,,,61,,/armor_t91_b_i02.webp,"Sealed Dynasty Boots. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,boots,9523,"Sealed Dynasty Leather Boots","Запечатанные Кожаные Сапоги Династии",S80,,,61,,/armor_t92_b_i02.webp,"Sealed Dynasty Leather Boots. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,boots,9528,"Sealed Dynasty Shoes","Запечатанные Ботинки Династии",S80,,,61,,/armor_t93_b_i02.webp,"Sealed Dynasty Shoes. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,boots,15706,"Sealed Moirai Boots","Запечатанные Сапоги Дестино",S80,,,64,,/armor_t94_b_i02.webp,"Sealed Moirai Boots. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,boots,15707,"Sealed Moirai Leather Boots","Запечатанные Кожаные Сапоги Дестино",S80,,,64,,/armor_t95_b_i02.webp,"Sealed Moirai Leather Boots. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,boots,15708,"Sealed Moirai Shoes","Запечатанные Ботинки Дестино",S80,,,64,,/armor_t96_b_i02.webp,"Sealed Moirai Shoes. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,boots,14110,"Sealed Vesper Boots","Запечатанные Сапоги Венеры",S84,,,68,,/armor_t94_b_i02.webp,"Sealed Vesper Boots. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,boots,14114,"Sealed Vesper Leather Boots","Запечатанные Кожаные Сапоги Венеры",S84,,,68,,/armor_t95_b_i02.webp,"Sealed Vesper Leather Boots. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,boots,17011,"Sealed Vesper Noble Boots","Запечатанные Красивые Сапоги Венеры",S84,,,68,,/armor_t94_b_i02.webp,"Sealed Vesper Noble Boots. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,boots,17014,"Sealed Vesper Noble Leather Boots","Запечатанные Красивые Кожаные Сапоги Венеры",S84,,,68,,/armor_t95_b_i02.webp,"Sealed Vesper Noble Leather Boots. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,boots,17017,"Sealed Vesper Noble Shoes","Запечатанные Красивые Ботинки Венеры",S84,,,68,,/armor_t96_b_i02.webp,"Sealed Vesper Noble Shoes. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,boots,14117,"Sealed Vesper Shoes","Запечатанные Ботинки Венеры",S84,,,68,,/armor_t96_b_i02.webp,"Sealed Vesper Shoes. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
